Id,class
516,2
517,2
518,2
519,2
520,6
521,2
522,2
523,2
524,7
525,2
526,2
527,2
528,2
529,2
530,2
531,2
532,2
533,7
534,2
535,3
536,2
537,2
538,2
539,2
540,2
541,2
542,2
543,2
544,2
545,6
546,1
547,6
548,0
549,6
550,6
551,0
552,8
553,1
554,7
555,1
556,6
557,2
558,2
559,6
560,6
561,6
562,2
563,2
564,2
565,2
566,2
567,2
568,7
569,2
570,5
571,1
572,5
573,6
574,2
575,2
576,8
577,4
578,2
579,2
580,0
581,0
582,8
583,6
584,0
585,7
586,2
587,6
588,6
589,2
590,2
591,2
592,2
593,2
594,5
595,2
596,2
597,6
598,2
599,2
600,2
601,2
602,2
603,6
604,0
605,0
606,0
607,2
608,2
609,2
610,6
611,6
612,2
613,2
614,2
615,2
616,3
617,2
618,6
619,1
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,5
810,2
811,0
812,1
813,6
814,1
815,5
816,1
817,1
818,1
819,1
820,0
821,0
822,6
823,1
824,1
825,1
826,0
827,0
828,0
829,1
830,0
831,1
832,0
833,0
834,0
835,1
836,0
837,1
838,0
839,0
840,0
841,1
842,1
843,1
844,12
845,12
846,2
847,0
848,0
849,0
850,0
851,12
852,0
853,0
854,0
855,0
856,12
857,12
858,12
859,0
860,12
861,12
862,0
863,0
864,0
865,0
866,0
867,0
868,12
869,12
870,12
871,0
872,1
873,0
874,1
875,0
876,0
877,0
878,0
879,0
880,11
881,11
882,1
883,11
884,11
885,11
886,11
887,11
888,11
889,11
890,11
891,11
892,0
893,6
894,4
895,11
896,8
897,11
898,11
899,11
900,11
901,11
902,11
903,11
904,11
905,11
906,11
907,11
908,1
909,8
910,11
911,11
912,11
913,11
914,11
915,11
916,0
917,0
918,11
919,11
920,11
921,1
922,11
923,11
924,11
925,11
926,11
927,11
928,11
929,11
930,11
931,11
932,11
933,6
934,11
935,11
936,11
937,11
938,11
939,11
940,11
941,11
942,11
943,11
944,11
945,11
946,10
947,2
948,4
949,7
950,4
951,1
952,10
953,10
954,10
955,10
956,10
957,10
958,0
959,0
960,0
961,0
962,10
963,0
964,10
965,0
966,10
967,2
968,0
969,10
970,0
971,10
972,10
973,0
974,2
975,10
976,10
977,10
978,10
979,10
980,10
981,10
982,10
983,10
984,10
985,10
986,10
987,0
988,0
989,0
990,0
991,1
992,10
993,10
994,10
995,10
996,10
997,10
998,10
999,10
1000,10
1001,10
1002,10
1003,0
1004,0
1005,0
1006,10
1007,10
1008,10
1009,10
1010,10
1011,10
1012,10
1013,10
1014,10
1015,10
1016,10
1017,10
1018,10
1019,10
1020,1
1021,10
1022,10
1023,10
1024,10
1025,10
1026,10
1027,10
1028,2
1029,10
1030,10
1031,10
1032,10
1033,10
1034,10
1035,10
1036,10
1037,10
1038,10
1039,2
1040,0
1041,0
1042,10
1043,10
1044,10
1045,0
1046,0
1047,0
1048,10
1049,10
1050,10
1051,10
1052,10
1053,10
1054,0
1055,0
1056,4
1057,0
1058,0
1059,0
1060,1
1061,0
1062,1
1063,4
1064,4
1065,4
1066,4
1067,4
1068,4
1069,7
1070,0
1071,0
1072,4
1073,5
1074,5
1075,2
1076,4
1077,4
1078,4
1079,4
1080,4
1081,4
1082,4
1083,4
1084,0
1085,0
1086,6
1087,2
1088,4
1089,2
1090,4
1091,4
1092,4
1093,2
1094,0
1095,0
1096,4
1097,4
1098,4
1099,2
1100,5
1101,8
1102,4
1103,4
1104,4
1105,4
1106,4
1107,4
1108,4
1109,0
1110,0
1111,0
1112,0
1113,4
1114,0
1115,4
1116,4
1117,4
1118,4
1119,4
1120,4
1121,4
1122,4
1123,4
1124,0
1125,0
1126,0
1127,6
1128,10
1129,2
1130,0
1131,7
1132,2
1133,3
1134,2
1135,2
1136,5
1137,5
1138,2
1139,0
1140,4
1141,0
1142,0
1143,6
1144,6
1145,7
1146,2
1147,6
1148,2
1149,7
1150,2
1151,7
1152,7
1153,2
1154,2
1155,6
1156,6
1157,2
1158,0
1159,6
1160,0
1161,2
1162,2
1163,2
1164,6
1165,6
1166,6
1167,3
1168,6
1169,6
1170,2
1171,2
1172,2
1173,2
1174,0
1175,0
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,0
1196,0
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,0
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,0
1230,0
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,0
1246,0
1247,0
1248,0
1249,0
1250,0
1251,0
1252,0
1253,0
1254,0
1255,0
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,0
1265,0
1266,0
1267,0
1268,0
1269,0
1270,0
1271,0
1272,0
1273,0
1274,0
1275,0
1276,0
1277,0
1278,0
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,0
1287,0
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,0
1304,0
1305,0
1306,0
1307,0
1308,12
1309,0
1310,12
1311,0
1312,0
1313,12
1314,0
1315,0
1316,0
1317,0
1318,0
1319,1
1320,1
1321,1
1322,0
1323,0
1324,0
1325,10
1326,8
1327,4
1328,4
1329,5
1330,1
1331,1
1332,4
1333,5
1334,4
1335,8
1336,4
1337,1
1338,4
1339,4
1340,1
1341,4
1342,1
1343,4
1344,1
1345,0
1346,0
1347,0
1348,1
1349,0
1350,1
1351,0
1352,0
1353,1
1354,2
1355,0
1356,0
1357,0
1358,2
1359,0
1360,0
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,0
1376,0
1377,1
1378,1
1379,5
1380,1
1381,12
1382,12
1383,12
1384,12
1385,0
1386,12
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,12
1394,0
1395,12
1396,0
1397,0
1398,0
